Année,Transmission,Type de carburant,Type,Secteur,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Prix
2009,Manuelle,Diesel,,,180 000 - 189 999,Hyundai,Accent,5.0,WW au Maroc,,6,,65000
2015,Manuelle,Diesel,,,90 000 - 94 999,Hyundai,H-1,5.0,,Non,10,Très bon,145000
2016,Manuelle,Essence,,Centre ville,85 000 - 89 999,Hyundai,i 10,,,,6,,84000
2016,Manuelle,Essence,,Route d'Immouzere,140 000 - 149 999,Hyundai,i 10,5.0,,,6,,71000
2011,Manuelle,Diesel,,,170 000 - 179 999,Hyundai,ix 35,5.0,,,8,,125000
2007,Manuelle,Diesel,,Centre,200 000 - 249 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6,,65000
2006,Manuelle,Diesel,,,180 000 - 189 999,Hyundai,Tucson,,,,8,,66000
2005,Manuelle,Essence,,,30 000 - 34 999,Hyundai,Atos Prime,5.0,WW au Maroc,Non,6,,60000
2019,Automatique,Diesel,,Massira 1,70 000 - 74 999,Hyundai,Elantra,5.0,WW au Maroc,Non,6,Excellent,168000
2010,Manuelle,Diesel,,Hay Alfalah,190 000 - 199 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,,70000
2014,Automatique,Diesel,,Toute la ville,140 000 - 149 999,Hyundai,i 40,5.0,Importée neuve,Non,7,Très bon,150000
2012,Manuelle,Diesel,,Al Kassam,180 000 - 189 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Très bon,130000
2012,Manuelle,Diesel,,,20 000 - 24 999,Hyundai,i 40,5.0,,,7,,125000
2009,Manuelle,Diesel,,,170 000 - 179 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Très bon,95000
2015,Manuelle,Diesel,,Ouled Oujih,130 000 - 139 999,Hyundai,Accent,,,,6,,105000
2009,Automatique,Diesel,,Toute la ville,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,85000
2007,Automatique,Diesel,,,160 000 - 169 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Très bon,79000
2012,Automatique,Diesel,,,5 000 - 9 999,Hyundai,ix 35,5.0,,Non,8,Excellent,137000
2008,Manuelle,Diesel,,C.I.L,20 000 - 24 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Très bon,76000
2016,Manuelle,Essence,,,85 000 - 89 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,75000
2007,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Très bon,76000
2008,Manuelle,Diesel,,Bab Sebta,250 000 - 299 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Bon,80000
2012,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,,8,Excellent,120000
2013,Manuelle,Diesel,,,150 000 - 159 999,Hyundai,ix 35,5.0,,Non,8,Très bon,145000
2014,Automatique,Diesel,,,170 000 - 179 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Excellent,170000
2015,Automatique,Diesel,,,180 000 - 189 999,Hyundai,Santa Fe,5.0,WW au Maroc,,9,Excellent,205000
2009,Manuelle,Diesel,,Hay Chmaou,110 000 - 119 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,78000
2012,Manuelle,Essence,,,140 000 - 149 999,Hyundai,i 10,,WW au Maroc,Non,6,Bon,62000
2014,Manuelle,Diesel,,,140 000 - 149 999,Hyundai,i 20,5.0,WW au Maroc,Non,6,Très bon,85000
2014,Automatique,Diesel,,Centre ville,160 000 - 169 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,7,Excellent,185000
2008,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Santa Fe,5.0,Dédouanée,,8,,130000
2006,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Très bon,64000
2016,Manuelle,Diesel,,Hay Essalam,95 000 - 99 999,Hyundai,ix 35,,,,8,,153000
2014,Automatique,Diesel,,,160 000 - 169 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Bon,147000
2005,Manuelle,Diesel,,Oulfa,15 000 - 19 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Très bon,65000
2009,Manuelle,Diesel,,,300 000 - 349 999,Hyundai,H-1,5.0,WW au Maroc,Non,10,Bon,83000
2019,Manuelle,Diesel,,Najd,30 000 - 34 999,Hyundai,CRETA,5.0,WW au Maroc,Oui,7,Très bon,230000
2011,Automatique,Diesel,,,250 000 - 299 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,110000
2012,Manuelle,Diesel,,,150 000 - 159 999,Hyundai,i 30,5.0,,Non,6,Très bon,110000
2016,Manuelle,Diesel,,Hay Hassani,100 000 - 109 999,Hyundai,Accent,,,,6,,100000
2010,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,8,Très bon,93000
2014,Manuelle,Diesel,,,180 000 - 189 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,8,Excellent,117000
2004,Automatique,Diesel,,,180 000 - 189 999,Hyundai,Santa Fe,5.0,Dédouanée,Non,8,,66000
2007,Manuelle,Diesel,,Toute la ville,300 000 - 349 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Bon,68000
2014,Automatique,Diesel,,Florida,110 000 - 119 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,190000
2010,Manuelle,Diesel,,Al Qods,90 000 - 94 999,Hyundai,i 30,,,,6,,83000
2011,Manuelle,Essence,,,190 000 - 199 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,60000
2016,Automatique,Diesel,,,150 000 - 159 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,,210000
2012,Manuelle,Diesel,,,25 000 - 29 999,Hyundai,i 30,5.0,,,6,,97000
2016,Manuelle,Diesel,,Toute la ville,190 000 - 199 999,Hyundai,Accent,,WW au Maroc,Non,6,Excellent,98000
2012,Manuelle,Diesel,,,15 000 - 19 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,90000
2019,Automatique,Diesel,,,15 000 - 19 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6,Excellent,163000
2018,Manuelle,Diesel,,Hamria,85 000 - 89 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,Excellent,235000
2017,Manuelle,Essence,,,100 000 - 109 999,Hyundai,i 10,,,,6,,75000
2011,Manuelle,Essence,,,0 - 4 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,63000
2017,Manuelle,Diesel,,,85 000 - 89 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,,125000
2009,Manuelle,Diesel,,,180 000 - 189 999,Hyundai,Accent,5.0,,Non,6,Très bon,75000
2015,Manuelle,Diesel,,Oulfa,160 000 - 169 999,Hyundai,Elantra,5.0,WW au Maroc,Oui,6,Très bon,125000
2010,Manuelle,Diesel,,Toute la ville,200 000 - 249 999,Hyundai,Santa Fe,,,,9,,74000
2011,Manuelle,Diesel,,,170 000 - 179 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Très bon,102000
2017,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Accent,,,,6,Très bon,96000
2019,Manuelle,Diesel,,Hay Essalam,20 000 - 24 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,Excellent,255000
2012,Manuelle,Diesel,,Hay Mohammadi,130 000 - 139 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6,Très bon,95000
2018,Manuelle,Diesel,,,140 000 - 149 999,Hyundai,Accent,5.0,WW au Maroc,,6,Excellent,118000
2020,Automatique,Diesel,,,5 000 - 9 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,,265000
2019,Manuelle,Diesel,,Toute la ville,10 000 - 14 999,Hyundai,i 30,,,,6,,175000
2011,Manuelle,Diesel,,,110 000 - 119 999,Hyundai,ix 35,5.0,,,8,Bon,120000
2007,Manuelle,Diesel,,Sidi Bernoussi,300 000 - 349 999,Hyundai,Santa Fe,5.0,,,9,,75000
2013,Manuelle,Diesel,,Route Ain Chkaf,200 000 - 249 999,Hyundai,i 40,,,,7,,1250000
2014,Automatique,Diesel,,,170 000 - 179 999,Hyundai,i 40,,WW au Maroc,Non,7,Excellent,130000
2017,Manuelle,Diesel,,Azzouzia,110 000 - 119 999,Hyundai,CRETA,5.0,WW au Maroc,Oui,6,Excellent,158000
2008,Manuelle,Diesel,,Wifak,190 000 - 199 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,,74000
2015,Manuelle,Essence,,Toute la ville,75 000 - 79 999,Hyundai,Grand i10,,,Non,6,Excellent,69000
2019,Manuelle,Diesel,,,50 000 - 54 999,Hyundai,Accent,5.0,WW au Maroc,,6,Très bon,132000
2009,Automatique,Diesel,,Bouargane,100 000 - 109 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,100000
2016,Automatique,Diesel,,Oulfa,120 000 - 129 999,Hyundai,i 30,5.0,WW au Maroc,Oui,6,Excellent,145000
2011,Manuelle,Essence,,,180 000 - 189 999,Hyundai,i 10,5.0,,Non,6,Très bon,60000
2010,Manuelle,Essence,,,100 000 - 109 999,Hyundai,Accent,5.0,,Non,8,Très bon,62000
2009,Automatique,Diesel,,Bouargane,100 000 - 109 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,100000
2012,Manuelle,Essence,,Abi Ragrag,75 000 - 79 999,Hyundai,LANTRA,5.0,WW au Maroc,Oui,7,Excellent,225200
2017,Manuelle,Diesel,,,5 000 - 9 999,Hyundai,Accent,5.0,WW au Maroc,Oui,7,Excellent,120000
2017,Manuelle,Diesel,,,5 000 - 9 999,Hyundai,Accent,5.0,WW au Maroc,Oui,7,Excellent,120000
2008,Manuelle,Diesel,,,15 000 - 19 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,87000
2017,Automatique,Diesel,,,130 000 - 139 999,Hyundai,i 40,5.0,WW au Maroc,,7,Excellent,180000
2018,Automatique,Diesel,,,75 000 - 79 999,Hyundai,Elantra,5.0,WW au Maroc,Non,6,Excellent,158000
2013,Manuelle,Diesel,,Malabata,200 000 - 249 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,7,Bon,130000
2007,Manuelle,Diesel,,,25 000 - 29 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Très bon,80000
2017,Manuelle,Diesel,,,100 000 - 109 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,,120000
2019,Manuelle,Essence,,Narjis,95 000 - 99 999,Hyundai,i 20,,WW au Maroc,Oui,7,,115000
2012,Manuelle,Diesel,,Quartier des Hôpitaux,90 000 - 94 999,Hyundai,Accent,,,,6,,87000
2018,Manuelle,Diesel,,Oulfa,85 000 - 89 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,109000
2012,Automatique,Diesel,,,0 - 4 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Excellent,160000
2013,Manuelle,Diesel,,,120 000 - 129 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,160000
2007,Manuelle,Diesel,,,20 000 - 24 999,Hyundai,H-1,,,,10,,63000
2018,Manuelle,Essence,,,30 000 - 34 999,Hyundai,Grand i10,5.0,WW au Maroc,Oui,6,Excellent,89000
2014,Manuelle,Diesel,,Toute la ville,170 000 - 179 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Excellent,93000
2012,Automatique,Diesel,,Smaâla,150 000 - 159 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,,127000
2020,Manuelle,Diesel,,,55 000 - 59 999,Hyundai,H-100,5.0,,Oui,10,Excellent,200000
2009,Manuelle,Diesel,,Toute la ville,190 000 - 199 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Bon,68000
2017,Manuelle,Diesel,,Centre ville,170 000 - 179 999,Hyundai,CRETA,5.0,WW au Maroc,Oui,6,,158000
2016,Manuelle,Diesel,,,160 000 - 169 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,Excellent,185000
2019,Automatique,Diesel,,2 Mars,70 000 - 74 999,Hyundai,Accent,5.0,,Oui,6,Excellent,150000
2020,Manuelle,Diesel,,Agdal,10 000 - 14 999,Hyundai,i 30,,WW au Maroc,,6,,185000
2011,Manuelle,Essence,,Ouled mimoun,110 000 - 119 999,Hyundai,i 10,5.0,,,6,Excellent,60000
2016,Manuelle,Diesel,,El Alia,100 000 - 109 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,7,Très bon,180000
2017,Automatique,Diesel,,,100 000 - 109 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,Excellent,255000
2007,Automatique,Diesel,,,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Très bon,79000
2008,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Bon,83000
2016,Manuelle,Diesel,,,120 000 - 129 999,Hyundai,i 40,5.0,WW au Maroc,Non,6,Excellent,145000
2017,Automatique,Diesel,,,150 000 - 159 999,Hyundai,Elantra,5.0,WW au Maroc,Oui,6,Très bon,150000
2009,Manuelle,Diesel,,Toute la ville,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,,80000
2017,Automatique,Diesel,,,90 000 - 94 999,Hyundai,CRETA,5.0,WW au Maroc,Oui,6,,174000
2017,Automatique,Diesel,,Aïn Sebaâ,80 000 - 84 999,Hyundai,Tucson,5.0,WW au Maroc,Non,7,Très bon,220000
2011,Manuelle,Diesel,,,160 000 - 169 999,Hyundai,i 30,5.0,,Oui,7,,98000
2013,Manuelle,Diesel,,Toute la ville,120 000 - 129 999,Hyundai,ix 35,,,,6,,120000
2013,Automatique,Diesel,,Al Azhar,250 000 - 299 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Très bon,189000
2007,Automatique,Diesel,,,0 - 4 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,,85000
2012,Manuelle,Diesel,,,130 000 - 139 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,,105000
2010,Automatique,Diesel,,M'Hamid,140 000 - 149 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Excellent,90000
2011,Manuelle,Essence,,Autre secteur,140 000 - 149 999,Hyundai,Accent,,,,8,,60000
2019,Manuelle,Essence,,El Youssoufia,40 000 - 44 999,Hyundai,i 10,5.0,WW au Maroc,Oui,6,Excellent,105000
2009,Manuelle,Diesel,,Toute la ville,25 000 - 29 999,Hyundai,Tucson,,,,8,,76000
2019,Manuelle,Diesel,,Autre secteur,55 000 - 59 999,Hyundai,Elantra,5.0,WW au Maroc,Oui,6,Excellent,169000
2009,Manuelle,Diesel,,,10 000 - 14 999,Hyundai,Santa Fe,5.0,,,8,Très bon,85000
2012,Manuelle,Essence,,,170 000 - 179 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Bon,65000
2013,Manuelle,Diesel,,Centre ville,150 000 - 159 999,Hyundai,i 40,,,,6,,127000
2011,Automatique,Diesel,,Autre secteur,150 000 - 159 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,,130000
2011,Manuelle,Essence,,Aïn Chock,75 000 - 79 999,Hyundai,i 10,,,Non,6,Très bon,60000
2014,Automatique,Diesel,,Al Kodia,140 000 - 149 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,185000
2007,Manuelle,Diesel,,,180 000 - 189 999,Hyundai,Tucson,5.0,,Non,8,Excellent,75000
2010,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,Tucson,5.0,,,8,,87000
2011,Manuelle,Diesel,,,160 000 - 169 999,Hyundai,i 30,5.0,WW au Maroc,Non,8,Très bon,92000
2009,Automatique,Diesel,,,200 000 - 249 999,Hyundai,Azera,5.0,WW au Maroc,Non,8,Bon,92000
2005,Manuelle,Diesel,,,150 000 - 159 999,Hyundai,Tucson,5.0,WW au Maroc,Non,7,,60000
2021,Automatique,Diesel,,Sidi Maarouf,20 000 - 24 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6,Excellent,185000
2007,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Tucson,5.0,,Non,8,,70000
2016,Manuelle,Essence,,,5 000 - 9 999,Hyundai,i 10,5.0,WW au Maroc,Non,5,,75000
2012,Automatique,Essence,,Autre secteur,140 000 - 149 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Excellent,73000
2013,Manuelle,Diesel,,Toute la ville,160 000 - 169 999,Hyundai,ix 35,,,,6,,135000
2013,Manuelle,Diesel,,,70 000 - 74 999,Hyundai,Accent,5.0,WW au Maroc,Non,7,Bon,90000
2011,Manuelle,Essence,,,5 000 - 9 999,Hyundai,i 10,5.0,WW au Maroc,Oui,6,Très bon,67000
2011,Automatique,Diesel,,Autre secteur,190 000 - 199 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Excellent,140000
2011,Manuelle,Diesel,,,5 000 - 9 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Excellent,85000
2013,Manuelle,Diesel,,Bourgogne,140 000 - 149 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Très bon,118000
2010,Manuelle,Diesel,,,250 000 - 299 999,Hyundai,Santa Fe,5.0,,Oui,9,Très bon,100000
2008,Manuelle,Diesel,,,160 000 - 169 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,8,Très bon,87000
2011,Manuelle,Essence,,,150 000 - 159 999,Hyundai,i 10,,,Non,5,Excellent,60000
2009,Manuelle,Diesel,,Toute la ville,180 000 - 189 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Bon,85000
2013,Manuelle,Diesel,,,130 000 - 139 999,Hyundai,ix 35,5.0,WW au Maroc,Non,7,,148000
2015,Manuelle,Diesel,,,10 000 - 14 999,Hyundai,Accent,,,,6,,110000
2006,Manuelle,Diesel,,Toute la ville,150 000 - 159 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,10,Très bon,68000
2017,Manuelle,Essence,,,95 000 - 99 999,Hyundai,i 10,5.0,WW au Maroc,Non,5,,76000
2017,Automatique,Diesel,,,130 000 - 139 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,114000
2011,Manuelle,Diesel,,Assif,150 000 - 159 999,Hyundai,Santa Fe,,,,8,,120000
2013,Manuelle,Diesel,,,15 000 - 19 999,Hyundai,i 30,5.0,WW au Maroc,Non,7,Excellent,110000
2018,Automatique,Diesel,,Oulfa,130 000 - 139 999,Hyundai,Tucson,3.0,WW au Maroc,Oui,7,Très bon,250000
2007,Manuelle,Diesel,,Polo,150 000 - 159 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,Bon,80000
2016,Automatique,Diesel,,,30 000 - 34 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,,220000
2018,Automatique,Diesel,,,45 000 - 49 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,Excellent,250000
2014,Manuelle,Diesel,,,140 000 - 149 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,7,Très bon,175000
2012,Manuelle,Essence,,,75 000 - 79 999,Hyundai,i 10,5.0,WW au Maroc,Oui,6,Très bon,70000
2020,Automatique,Essence,,,15 000 - 19 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Excellent,109000
2017,Manuelle,Diesel,,Autre secteur,55 000 - 59 999,Hyundai,CRETA,5.0,WW au Maroc,Oui,6,Excellent,158000
2011,Manuelle,Essence,,,45 000 - 49 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,60000
2010,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Excellent,94000
2007,Manuelle,Diesel,,,300 000 - 349 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Très bon,69000
2009,Manuelle,Diesel,,Aïn Sebaâ,200 000 - 249 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Très bon,78000
2012,Manuelle,Essence,,Route Ain Chkaf,95 000 - 99 999,Hyundai,i 10,5.0,,,6,Bon,63000
2019,Manuelle,Diesel,,Route de Casablanca,120 000 - 129 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Excellent,169000
2013,Automatique,Diesel,,2 Mars,85 000 - 89 999,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,8,Très bon,180000
2011,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Excellent,80000
2014,Automatique,Diesel,,2 Mars,80 000 - 84 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Excellent,139000
2013,Manuelle,Essence,,Es Saada,110 000 - 119 999,Hyundai,i 10,,,,6,,69000
2019,Automatique,Diesel,,,70 000 - 74 999,Hyundai,Elantra,5.0,WW au Maroc,Oui,6,,178000
2005,Manuelle,Diesel,,Aïn Chock,190 000 - 199 999,Hyundai,TERRACAN,5.0,WW au Maroc,Non,8,Bon,63000
2007,Manuelle,Diesel,,Hay Zaytoun,190 000 - 199 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Très bon,83000
2012,Automatique,Diesel,,El Haouzia,140 000 - 149 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,8,Excellent,128000
2020,Automatique,Diesel,,,55 000 - 59 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,Très bon,299000
2006,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Tucson,5.0,Dédouanée,Non,8,Très bon,78000
2018,Automatique,Diesel,,Toute la ville,100 000 - 109 999,Hyundai,Elantra,5.0,WW au Maroc,Oui,6,,165000
2013,Automatique,Diesel,,,200 000 - 249 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Excellent,125000
2011,Automatique,Diesel,,,170 000 - 179 999,Hyundai,Santa Fe,5.0,,Non,8,Excellent,128000
2015,Manuelle,Diesel,,,130 000 - 139 999,Hyundai,ix 35,5.0,Importée neuve,Non,7,Très bon,162000
2014,Automatique,Diesel,,Toute la ville,160 000 - 169 999,Hyundai,Santa Fe,5.0,,Oui,8,Excellent,180000
2011,Manuelle,Diesel,,Toute la ville,200 000 - 249 999,Hyundai,Veracruz,,,,12,,88000
2014,Manuelle,Diesel,,Agdal,65 000 - 69 999,Hyundai,i 40,5.0,,Oui,7,Excellent,150000
2015,Automatique,Diesel,,Daoudiate,110 000 - 119 999,Hyundai,Elantra,5.0,WW au Maroc,Oui,6,Excellent,150000
2009,Manuelle,Diesel,,Route de Sefrou,200 000 - 249 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Bon,93000
2014,Manuelle,Diesel,,,100 000 - 109 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,Excellent,160000
2010,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Bon,90000
2017,Automatique,Diesel,,Route d'Immouzere,140 000 - 149 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,Excellent,200000
2006,Manuelle,Diesel,,,15 000 - 19 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Très bon,70000
2012,Automatique,Diesel,,,200 000 - 249 999,Hyundai,ix 35,5.0,WW au Maroc,Oui,8,Très bon,135000
2018,Manuelle,Diesel,,Najd,170 000 - 179 999,Hyundai,Accent,5.0,WW au Maroc,Oui,6,Excellent,105000
2010,Manuelle,Essence,,,100 000 - 109 999,Hyundai,Accent,5.0,,,8,,62000
2019,Manuelle,Diesel,,,50 000 - 54 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,Très bon,265000
2006,Automatique,Diesel,,,180 000 - 189 999,Hyundai,Santa Fe,5.0,,,7,,82000
2016,Manuelle,Diesel,,,120 000 - 129 999,Hyundai,ix 35,5.0,WW au Maroc,Non,7,Excellent,175000
2008,Manuelle,Diesel,,,180 000 - 189 999,Hyundai,Santa Fe,,,,9,,85000
2015,Automatique,Diesel,,,100 000 - 109 999,Hyundai,i 30,5.0,WW au Maroc,Oui,6,Très bon,137000
2016,Manuelle,Diesel,,Aïn Sebaâ,60 000 - 64 999,Hyundai,CRETA,5.0,WW au Maroc,Non,6,Excellent,165000
2018,Manuelle,Diesel,,,10 000 - 14 999,Hyundai,i 30,5.0,WW au Maroc,Oui,6,Excellent,210000
2014,Manuelle,Essence,,,110 000 - 119 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Excellent,68000
2020,Manuelle,Diesel,,Agdal,10 000 - 14 999,Hyundai,i 30,,,Non,6,Bon,185000
2012,Automatique,Diesel,,,170 000 - 179 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,,130000
2011,Manuelle,Essence,,,130 000 - 139 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,60000
2018,Automatique,Diesel,,,75 000 - 79 999,Hyundai,i 30,5.0,WW au Maroc,Oui,6,,175000
2007,Manuelle,Diesel,,Toute la ville,250 000 - 299 999,Hyundai,Santa Fe,,,,9,,100000
2017,Manuelle,Diesel,,Al Kodia,160 000 - 169 999,Hyundai,Accent,,,,6,,119000
2012,Manuelle,Diesel,,Autre secteur,180 000 - 189 999,Hyundai,i 30,,,,6,,110000
2013,Manuelle,Diesel,,Al Qods,150 000 - 159 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Très bon,125000
2013,Manuelle,Diesel,,Al Qods,150 000 - 159 999,Hyundai,ix 35,5.0,WW au Maroc,Non,8,Très bon,125000
2015,Manuelle,Essence,,Aïn Sebaâ,5 000 - 9 999,Hyundai,i 10,5.0,WW au Maroc,Oui,6,Très bon,67000
2009,Manuelle,Essence,,Toute la ville,190 000 - 199 999,Hyundai,Tucson,5.0,WW au Maroc,Non,11,Excellent,60000
2013,Manuelle,Diesel,,,140 000 - 149 999,Hyundai,ix 35,5.0,WW au Maroc,,8,Très bon,140000
2017,Manuelle,Diesel,,2 Mars,50 000 - 54 999,Hyundai,i 30,5.0,WW au Maroc,Oui,6,Excellent,140000
2013,Manuelle,Diesel,,,110 000 - 119 999,Hyundai,i 20,,,,7,,85000
2010,Automatique,Diesel,,,200 000 - 249 999,Hyundai,Veracruz,5.0,WW au Maroc,Non,11,Très bon,100000
2017,Automatique,Diesel,,,140 000 - 149 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Excellent,120000
2007,Automatique,Diesel,,,180 000 - 189 999,Hyundai,Santa Fe,5.0,WW au Maroc,,9,Très bon,78000
2015,Manuelle,Diesel,,El Bassatine,140 000 - 149 999,Hyundai,H-1,5.0,WW au Maroc,Oui,10,Très bon,170000
2019,Manuelle,Diesel,,Safir,10 000 - 14 999,Hyundai,CRETA,5.0,WW au Maroc,Non,6,Excellent,195000
2016,Manuelle,Diesel,,,140 000 - 149 999,Hyundai,CRETA,5.0,WW au Maroc,Non,6,Correct,160000
2017,Automatique,Diesel,,Sidi Bernoussi,160 000 - 169 999,Hyundai,Elantra,5.0,WW au Maroc,Oui,6,Excellent,160000
2016,Manuelle,Diesel,,,110 000 - 119 999,Hyundai,CRETA,5.0,WW au Maroc,,6,Excellent,163000
2010,Manuelle,Diesel,,,130 000 - 139 999,Hyundai,i 30,,,,6,,87000
2008,Manuelle,Diesel,,Toute la ville,250 000 - 299 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Très bon,82000
2015,Automatique,Diesel,,Mozart,140 000 - 149 999,Hyundai,Accent,5.0,,Non,6,Bon,108000
2016,Manuelle,Essence,,Hamria,110 000 - 119 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,,85000
2011,Manuelle,Diesel,,,110 000 - 119 999,Hyundai,i 30,,,,6,,89000
